year,category,film,name,status,gender
1980,WRITING,The Elephant Man,Christopher DeVore,nominated,male
1980,WRITING,Coal Miner's Daughter,Tom Rickman,nominated,male
1980,WRITING,Breaker Morant,Bruce Beresford,nominated,male
1980,WRITING,Breaker Morant,David Stevens,nominated,male
1980,WRITING,The Stunt Man,Richard Rush,nominated,male
1980,SHORT FILM,Fall Line,Greg Lowe,nominated,male
1980,WRITING,Breaker Morant,Jonathan Hardy,nominated,male
1980,BEST PICTURE,Raging Bull,Irwin Winkler,nominated,male
1980,BEST PICTURE,Raging Bull,Robert Chartoff,nominated,male
1980,BEST PICTURE,Tess,Claude Berri,nominated,male
1980,BEST PICTURE,Ordinary People,Ronald L. Schwary,winner,male
1980,BEST PICTURE,Tess,Co-Producer,nominated,male
1980,SHORT FILM,The Dollar Bottom,Lloyd Phillips,winner,male
1980,SHORT FILM,Fall Line,Bob Carmichael,nominated,male
1980,BEST PICTURE,Tess,Timothy Burrill,nominated,male
1981,WRITING,On Golden Pond,Ernest Thompson,winner,male
1981,BEST PICTURE,On Golden Pond,Bruce Gilbert,nominated,male
1981,BEST PICTURE,Raiders of the Lost Ark,Frank Marshall,nominated,male
1981,BEST PICTURE,Reds,Warren Beatty,nominated,male
1981,SHORT FILM,First Winter,John N. Smith,nominated,male
1981,SHORT FILM,Violet,Paul Kemp,winner,male
1981,WRITING,The French Lieutenant's Woman,Harold Pinter,nominated,male
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male
1981,WRITING,Arthur,Steve Gordon,nominated,male
1981,WRITING,Prince of the City,Sidney Lumet,nominated,male
1981,WRITING,Ragtime,Michael Weller,nominated,male
1981,WRITING,Absence of Malice,Kurt Luedtke,nominated,male
1981,WRITING,Atlantic City,John Guare,nominated,male
1981,WRITING,Chariots of Fire,Colin Welland,winner,male
1981,WRITING,Reds,Warren Beatty,nominated,male
1981,WRITING,Reds,Trevor Griffiths,nominated,male
1981,BEST PICTURE,Chariots of Fire,David Puttnam,winner,male
1981,BEST PICTURE,Atlantic City,John Kemeny,nominated,male
1981,WRITING,Prince of the City,Jay Presson Allen,nominated,male
1981,FILM EDITING,Reds,Craig McKay,nominated,male
1981,DOCUMENTARY (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,Susanne Simpson,nominated,female
1981,DOCUMENTARY (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,Mary Benjamin,nominated,female
1981,DOCUMENTARY (Feature),Against Wind and Tide: A Cuban Odyssey,Suzanne Bauman,nominated,female
1981,COSTUME DESIGN,Reds,Shirley Russell,nominated,female
1981,COSTUME DESIGN,Ragtime,Anna Hill Johnstone,nominated,female
1981,COSTUME DESIGN,Chariots of Fire,Milena Canonero,winner,female
1981,CINEMATOGRAPHY,Excalibur,Alex Thomson,nominated,male
1981,CINEMATOGRAPHY,On Golden Pond,Billy Williams,nominated,male
1981,CINEMATOGRAPHY,Ragtime,Miroslav Ondricek,nominated,male
1981,CINEMATOGRAPHY,Raiders of the Lost Ark,Douglas Slocombe,nominated,male
1981,CINEMATOGRAPHY,Reds,Vittorio Storaro,winner,male
1981,COSTUME DESIGN,The French Lieutenant's Woman,Tom Rand,nominated,male
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male
1981,DIRECTING,Atlantic City,Louis Malle,nominated,male
1981,BEST PICTURE,Atlantic City,Denis Heroux,nominated,male
1981,DOCUMENTARY (Feature),El Salvador: Another Vietnam,Tete Vasconcellos,nominated,female
1981,SHORT FILM,Couples and Robbers,Christine Oestreicher,nominated,female
1981,SHORT FILM,Violet,Shelley Levinson,winner,female
1981,DOCUMENTARY (Feature),El Salvador: Another Vietnam,Glenn Silber,nominated,male
1981,FILM EDITING,The French Lieutenant's Woman,John Bloom,nominated,male
1981,FILM EDITING,Chariots of Fire,Terry Rawlings,nominated,male
1981,DOCUMENTARY (Feature),Genocide,Rabbi Marvin Hier,winner,male
1981,DOCUMENTARY (Feature),Genocide,Arnold Schwartzman,winner,male
1981,DOCUMENTARY (Feature),El Salvador: Another Vietnam,Tete Vasconcellos,nominated,male
1981,FILM EDITING,Reds,Dede Allen,nominated,male
1981,DOCUMENTARY (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,Boyd Estus,nominated,male
1981,DOCUMENTARY (Feature),Brooklyn Bridge,Ken Burns,nominated,male
1981,DOCUMENTARY (Feature),Against Wind and Tide: A Cuban Odyssey,Jim Burroughs,nominated,male
1981,DOCUMENTARY (Feature),Against Wind and Tide: A Cuban Odyssey,Paul Neshamkin,nominated,male
1981,DIRECTING,Reds,Warren Beatty,winner,male
1981,DIRECTING,Raiders of the Lost Ark,Steven Spielberg,nominated,male
1981,DIRECTING,On Golden Pond,Mark Rydell,nominated,male
1981,DIRECTING,Chariots of Fire,Hugh Hudson,nominated,male
1981,FILM EDITING,On Golden Pond,Robert L. Wolfe,nominated,male
1981,FILM EDITING,Raiders of the Lost Ark,Michael Kahn,winner,male
1982,WRITING,Tootsie,Larry Gelbart,nominated,male
1982,WRITING,Tootsie,Don McGuire,nominated,male
1982,WRITING,Tootsie,Murray Schisgal,nominated,male
1982,WRITING,Tootsie,Larry Gelbart,nominated,male
1982,WRITING,An Officer and a Gentleman,Douglas Day Stewart,nominated,male
1982,WRITING,Gandhi,John Briley,winner,male
1982,WRITING,Diner,Barry Levinson,nominated,male
1982,WRITING,Victor/Victoria,Blake Edwards,nominated,male
1982,WRITING,The Verdict,David Mamet,nominated,male
1982,SHORT FILM,A Shocking Accident,Christine Oestreicher,winner,female
1982,WRITING,Sophie's Choice,Alan J. Pakula,nominated,male
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,female
1982,COSTUME DESIGN,Tron,Elois Jenssen,nominated,female
1982,COSTUME DESIGN,Tron,Rosanna Norton,nominated,female
1982,COSTUME DESIGN,Victor/Victoria,Patricia Norris,nominated,female
1982,DOCUMENTARY (Feature),In Our Water,Meg Switzgable,nominated,female
1982,FILM EDITING,E.T. The Extra-Terrestrial,Carol Littleton,nominated,female
1982,BEST PICTURE,E.T. The Extra-Terrestrial,Kathleen Kennedy,nominated,female
1982,BEST PICTURE,Missing,Mildred Lewis,nominated,female
1982,WRITING,E.T. The Extra-Terrestrial,Melissa Mathison,nominated,female
1982,WRITING,Missing,Donald Stewart,winner,male
1982,DOCUMENTARY (Feature),After the Axe,Sturla Gunnarsson,nominated,male
1982,WRITING,Das Boot,Wolfgang Petersen,nominated,male
1982,COSTUME DESIGN,Gandhi,Bhanu Athaiya,winner,male
1982,COSTUME DESIGN,La Traviata,Piero Tosi,nominated,male
1982,COSTUME DESIGN,Sophie's Choice,Albert Wolsky,nominated,male
1982,DIRECTING,Das Boot,Wolfgang Petersen,nominated,male
1982,DIRECTING,E.T. The Extra-Terrestrial,Steven Spielberg,nominated,male
1982,DIRECTING,Gandhi,Richard Attenborough,winner,male
1982,DIRECTING,Tootsie,Sydney Pollack,nominated,male
1982,DIRECTING,The Verdict,Sidney Lumet,nominated,male
1982,DOCUMENTARY (Feature),After the Axe,Steve Lucas,nominated,male
1982,DOCUMENTARY (Feature),Ben's Mill,John Karol,nominated,male
1982,DOCUMENTARY (Feature),Ben's Mill,Michel Chalufour,nominated,male
1982,DOCUMENTARY (Feature),Just Another Missing Kid,John Zaritsky,winner,male
1982,DOCUMENTARY (Feature),A Portrait of Giselle,Joseph Wishy,nominated,male
1982,FILM EDITING,Das Boot,Hannes Nikel,nominated,male
1982,FILM EDITING,Gandhi,John Bloom,winner,male
1982,FILM EDITING,An Officer and a Gentleman,Peter Zinner,nominated,male
1982,FILM EDITING,Tootsie,Fredric Steinkamp,nominated,male
1982,FILM EDITING,Tootsie,William Steinkamp,nominated,male
1982,BEST PICTURE,E.T. The Extra-Terrestrial,Steven Spielberg,nominated,male
1982,BEST PICTURE,Gandhi,Richard Attenborough,winner,male
1982,WRITING,Missing,Costa-Gavras,winner,male
1982,CINEMATOGRAPHY,Tootsie,Owen Roizman,nominated,male
1982,CINEMATOGRAPHY,Sophie's Choice,Nestor Almendros,nominated,male
1982,COSTUME DESIGN,Gandhi,John Mollo,winner,male
1982,CINEMATOGRAPHY,Gandhi,Billy Williams,winner,male
1982,BEST PICTURE,Tootsie,Sydney Pollack,nominated,male
1982,CINEMATOGRAPHY,Gandhi,Ronnie Taylor,winner,male
1982,BEST PICTURE,The Verdict,David Brown,nominated,male
1982,SHORT FILM,Ballet Robotique,Bob Rogers,nominated,male
1982,SHORT FILM,The Silence,Michael Toshiyuki Uno,nominated,male
1982,SHORT FILM,The Silence,Joseph Benson,nominated,male
1982,BEST PICTURE,Tootsie,Dick Richards,nominated,male
1982,SHORT FILM,Split Cherry Tree,Jan Saunders,nominated,male
1982,BEST PICTURE,Missing,Edward Lewis,nominated,male
1982,CINEMATOGRAPHY,Das Boot,Jost Vacano,nominated,male
1982,CINEMATOGRAPHY,E.T. The Extra-Terrestrial,Allen Daviau,nominated,male
1982,SHORT FILM,Sredni Vashtar,Andrew Birkin,nominated,male
1982,BEST PICTURE,The Verdict,Richard D. Zanuck,nominated,male
1983,WRITING,WarGames,Walter F. Parkes,nominated,male
1983,WRITING,WarGames,Lawrence Lasker,nominated,male
1983,WRITING,Tender Mercies,Horton Foote,winner,male
1983,WRITING,Silkwood,Alice Arlen,nominated,female
1983,WRITING,The Big Chill,Barbara Benedek,nominated,female
1983,SHORT FILM,Boys and Girls,Janice L. Platt,winner,female
1983,FILM EDITING,The Right Stuff,Lisa Fruchtman,winner,female
1983,DOCUMENTARY (Feature),Seeing Red,Julia Reichert,nominated,female
1983,DOCUMENTARY (Feature),The Profession of Arms,Tina Viljoen,nominated,female
1983,COSTUME DESIGN,The Return of Martin Guerre,Anne-Marie Marchand,nominated,female
1983,COSTUME DESIGN,Fanny & Alexander,Marik Vos,winner,female
1983,WRITING,Fanny & Alexander,Ingmar Bergman,nominated,male
1983,WRITING,Silkwood,Nora Ephron,nominated,female
1983,WRITING,The Big Chill,Lawrence Kasdan,nominated,male
1983,SHORT FILM,Overnight Sensation,Jon N. Bloom,nominated,male
1983,WRITING,"Reuben, Reuben",Julius J. Epstein,nominated,male
1983,DOCUMENTARY (Feature),He Makes Me Feel Like Dancin',Emile Ardolino,winner,male
1983,DOCUMENTARY (Feature),First Contact,Robin Anderson,nominated,male
1983,DOCUMENTARY (Feature),First Contact,Bob Connolly,nominated,male
1983,DOCUMENTARY (Feature),Children of Darkness,Ara Chekmayan,nominated,male
1983,DOCUMENTARY (Feature),Children of Darkness,Richard Kotuk,nominated,male
1983,DIRECTING,Terms of Endearment,James L. Brooks,winner,male
1983,DIRECTING,Tender Mercies,Bruce Beresford,nominated,male
1983,DIRECTING,Silkwood,Mike Nichols,nominated,male
1983,DIRECTING,Fanny & Alexander,Ingmar Bergman,nominated,male
1983,COSTUME DESIGN,Zelig,Santo Loquasto,nominated,male
1983,COSTUME DESIGN,Heart Like a Wheel,William Ware Theiss,nominated,male
1983,COSTUME DESIGN,Cross Creek,Joe I. Tompkins,nominated,male
1983,CINEMATOGRAPHY,Zelig,Gordon Willis,nominated,male
1983,CINEMATOGRAPHY,WarGames,William A. Fraker,nominated,male
1983,CINEMATOGRAPHY,The Right Stuff,Caleb Deschanel,nominated,male
1983,CINEMATOGRAPHY,Flashdance,Don Peterman,nominated,male
1983,CINEMATOGRAPHY,Fanny & Alexander,Sven Nykvist,winner,male
1983,DOCUMENTARY (Feature),The Profession of Arms,Michael Bryans,nominated,male
1983,DOCUMENTARY (Feature),Seeing Red,James Klein,nominated,male
1983,FILM EDITING,Blue Thunder,Frank Morriss,nominated,male
1983,FILM EDITING,Blue Thunder,Edward Abroms,nominated,male
1983,WRITING,Educating Rita,Willy Russell,nominated,male
1983,WRITING,The Dresser,Ronald Harwood,nominated,male
1983,WRITING,Betrayal,Harold Pinter,nominated,male
1983,SHORT FILM,Goodie-Two-Shoes,Ian Emes,nominated,male
1983,BEST PICTURE,Terms of Endearment,James L. Brooks,winner,male
1983,BEST PICTURE,Tender Mercies,Philip S. Hobel,nominated,male
1983,BEST PICTURE,The Right Stuff,Robert Chartoff,nominated,male
1983,BEST PICTURE,The Right Stuff,Irwin Winkler,nominated,male
1983,WRITING,Terms of Endearment,James L. Brooks,winner,male
1983,BEST PICTURE,The Dresser,Peter Yates,nominated,male
1983,FILM EDITING,Terms of Endearment,Richard Marks,nominated,male
1983,FILM EDITING,Silkwood,Sam O'Steen,nominated,male
1983,FILM EDITING,The Right Stuff,Tom Rolf,winner,male
1983,FILM EDITING,The Right Stuff,Douglas Stewart,winner,male
1983,FILM EDITING,The Right Stuff,Stephen A. Rotter,winner,male
1983,FILM EDITING,The Right Stuff,Glenn Farr,winner,male
1983,FILM EDITING,Flashdance,Walt Mulconery,nominated,male
1983,FILM EDITING,Flashdance,Bud Smith,nominated,male
1983,BEST PICTURE,The Big Chill,Michael Shamberg,nominated,male
1983,DIRECTING,The Dresser,Peter Yates,nominated,male
1984,COSTUME DESIGN,Places in the Heart,Ann Roth,nominated,female
1984,COSTUME DESIGN,A Passage to India,Judy Moorcroft,nominated,female
1984,FILM EDITING,Romancing the Stone,Frank Morriss,nominated,male
1984,FILM EDITING,Romancing the Stone,Donn Cambern,nominated,male
1984,FILM EDITING,A Passage to India,David Lean,nominated,male
1984,FILM EDITING,The Killing Fields,Jim Clark,winner,male
1984,FILM EDITING,The Cotton Club,Robert Q. Lovett,nominated,male
1984,FILM EDITING,The Cotton Club,Barry Malkin,nominated,male
1984,FILM EDITING,Amadeus,Michael Chandler,nominated,male
1984,DOCUMENTARY (Feature),The Times of Harvey Milk,Robert Epstein,winner,male
1984,DOCUMENTARY (Feature),Marlene,Zev Braun,nominated,male
1984,DOCUMENTARY (Feature),Marlene,Karel Dirka,nominated,male
1984,DOCUMENTARY (Feature),In the Name of the People,Frank Christopher,nominated,male
1984,DOCUMENTARY (Feature),In the Name of the People,Alex W. Drehsler,nominated,male
1984,DOCUMENTARY (Feature),High Schools,Charles Guggenheim,nominated,male
1984,DIRECTING,Places in the Heart,Robert Benton,nominated,male
1984,DIRECTING,A Passage to India,David Lean,nominated,male
1984,DIRECTING,The Killing Fields,Roland Joffé,nominated,male
1984,DIRECTING,Broadway Danny Rose,Woody Allen,nominated,male
1984,DIRECTING,Amadeus,Milos Forman,winner,male
1984,COSTUME DESIGN,The Bostonians,John Bright,nominated,male
1984,COSTUME DESIGN,Amadeus,Theodor Pistek,winner,male
1984,CINEMATOGRAPHY,The River,Vilmos Zsigmond,nominated,male
1984,CINEMATOGRAPHY,A Passage to India,Ernest Day,nominated,male
1984,CINEMATOGRAPHY,The Natural,Caleb Deschanel,nominated,male
1984,BEST PICTURE,Amadeus,Saul Zaentz,winner,male
1984,BEST PICTURE,The Killing Fields,David Puttnam,nominated,male
1984,BEST PICTURE,A Passage to India,John Brabourne,nominated,male
1984,BEST PICTURE,A Passage to India,Richard Goodwin,nominated,male
1984,WRITING,Splash,Brian Grazer,nominated,male
1984,WRITING,Splash,Based on a story,nominated,male
1984,WRITING,Splash,Bruce Jay Friedman,nominated,male
1984,WRITING,Splash,Screen Story,nominated,male
1984,WRITING,Splash,Bruce Jay Friedman,nominated,male
1984,WRITING,Splash,Babaloo Mandel,nominated,male
1984,WRITING,Splash,Lowell Ganz,nominated,male
1984,WRITING,Places in the Heart,Robert Benton,winner,male
1984,WRITING,El Norte,Gregory Nava,nominated,male
1984,WRITING,Broadway Danny Rose,Woody Allen,nominated,male
1984,WRITING,Beverly Hills Cop,Daniel Petrie,nominated,male
1984,CINEMATOGRAPHY,The Killing Fields,Chris Menges,winner,male
1984,WRITING,Beverly Hills Cop,Danilo Bach,nominated,male
1984,WRITING,A Soldier's Story,Charles Fuller,nominated,male
1984,WRITING,A Passage to India,David Lean,nominated,male
1984,WRITING,The Killing Fields,Bruce Robinson,nominated,male
1984,WRITING,"Greystoke: The Legend of Tarzan, Lord of the Apes",Michael Austin,nominated,male
1984,WRITING,"Greystoke: The Legend of Tarzan, Lord of the Apes",P.H. Vazak,nominated,male
1984,WRITING,Amadeus,Peter Shaffer,winner,male
1984,SHORT FILM,Up,Mike Hoover,winner,male
1984,SHORT FILM,The Painted Door,Michael MacMillan,nominated,male
1984,BEST PICTURE,A Soldier's Story,Patrick Palmer,nominated,male
1984,BEST PICTURE,A Soldier's Story,Ronald L. Schwary,nominated,male
1984,BEST PICTURE,A Soldier's Story,Norman Jewison,nominated,male
1984,WRITING,Beverly Hills Cop,Daniel Petrie,nominated,male
1984,CINEMATOGRAPHY,Amadeus,Miroslav Ondricek,nominated,male
1984,DOCUMENTARY (Feature),The Times of Harvey Milk,Richard Schmiechen,winner,male
1984,WRITING,El Norte,Anna Thomas,nominated,female
1984,SHORT FILM,The Painted Door,Janice L. Platt,nominated,female
1984,BEST PICTURE,Places in the Heart,Arlene Donovan,nominated,female
1984,FILM EDITING,Amadeus,Nena Danevic,nominated,female
1984,DOCUMENTARY (Feature),Streetwise,Cheryl McCall,nominated,female
1984,DOCUMENTARY (Feature),High Schools,Nancy Sloss,nominated,female
1984,COSTUME DESIGN,2010,Patricia Norris,nominated,female
1984,SHORT FILM,Tales of Meeting and Parting,Sharon Oreck,nominated,female
1984,COSTUME DESIGN,The Bostonians,Jenny Beavan,nominated,female
1984,SHORT FILM,Tales of Meeting and Parting,Lesli Linka Glatter,nominated,female
1985,WRITING,The Trip to Bountiful,Horton Foote,nominated,male
1985,DOCUMENTARY (Feature),Soldiers in Hiding,Japhet Asher,nominated,male
1985,DIRECTING,Witness,Peter Weir,nominated,male
1985,DIRECTING,Ran,Akira Kurosawa,nominated,male
1985,DIRECTING,Prizzi's Honor,John Huston,nominated,male
1985,DIRECTING,Out of Africa,Sydney Pollack,winner,male
1985,DIRECTING,Kiss of the Spider Woman,Hector Babenco,nominated,male
1985,COSTUME DESIGN,Prizzi's Honor,Donfeld,nominated,male
1985,COSTUME DESIGN,The Journey of Natty Gann,Albert Wolsky,nominated,male
1985,CINEMATOGRAPHY,Witness,John Seale,nominated,male
1985,CINEMATOGRAPHY,Ran,Asakazu Nakai,nominated,male
1985,CINEMATOGRAPHY,Ran,Masaharu Ueda,nominated,male
1985,CINEMATOGRAPHY,Ran,Takao Saito,nominated,male
1985,CINEMATOGRAPHY,Out of Africa,David Watkin,winner,male
1985,CINEMATOGRAPHY,Murphy's Romance,William A. Fraker,nominated,male
1985,CINEMATOGRAPHY,The Color Purple,Allen Daviau,nominated,male
1985,WRITING,Brazil,Tom Stoppard,nominated,male
1985,WRITING,Brazil,Charles McKeown,nominated,male
1985,WRITING,The Official Story,Luis Puenzo,nominated,male
1985,WRITING,The Purple Rose of Cairo,Woody Allen,nominated,male
1985,WRITING,Witness,Earl W. Wallace,winner,male
1985,WRITING,Witness,William Kelley,winner,male
1985,DOCUMENTARY (Feature),The Statue of Liberty,Ken Burns,nominated,male
1985,DOCUMENTARY (Feature),The Statue of Liberty,Buddy Squires,nominated,male
1985,DOCUMENTARY (Feature),Unfinished Business,Steven Okazaki,nominated,male
1985,FILM EDITING,A Chorus Line,John Bloom,nominated,male
1985,WRITING,Prizzi's Honor,Richard Condon,nominated,male
1985,WRITING,Out of Africa,Kurt Luedtke,winner,male
1985,WRITING,Kiss of the Spider Woman,Leonard Schrader,nominated,male
1985,WRITING,The Color Purple,Menno Meyjes,nominated,male
1985,SHORT FILM,Rainbow War,Bob Rogers,nominated,male
1985,SHORT FILM,Molly's Pilgrim,Chris Pelzer,winner,male
1985,SHORT FILM,Molly's Pilgrim,Jeff Brown,winner,male
1985,BEST PICTURE,Witness,Edward S. Feldman,nominated,male
1985,BEST PICTURE,Prizzi's Honor,John Foreman,nominated,male
1985,BEST PICTURE,Out of Africa,Sydney Pollack,winner,male
1985,WRITING,Back to the Future,Robert Zemeckis,nominated,male
1985,BEST PICTURE,Kiss of the Spider Woman,David Weisman,nominated,male
1985,BEST PICTURE,The Color Purple,Frank Marshall,nominated,male
1985,BEST PICTURE,The Color Purple,Steven Spielberg,nominated,male
1985,FILM EDITING,Witness,Thom Noble,winner,male
1985,FILM EDITING,Runaway Train,Henry Richardson,nominated,male
1985,FILM EDITING,Prizzi's Honor,Rudi Fehr,nominated,male
1985,WRITING,Back to the Future,Bob Gale,nominated,male
1985,WRITING,Brazil,Terry Gilliam,nominated,male
1985,FILM EDITING,Out of Africa,Pembroke Herring,nominated,male
1985,FILM EDITING,Out of Africa,William Steinkamp,nominated,male
1985,FILM EDITING,Out of Africa,Fredric Steinkamp,nominated,male
1985,BEST PICTURE,The Color Purple,Quincy Jones,nominated,male
1985,FILM EDITING,Out of Africa,Sheldon Kahn,nominated,male
1985,WRITING,Witness,Earl W. Wallace,winner,male
1985,COSTUME DESIGN,The Color Purple,Aggie Guerard Rodgers,nominated,female
1985,WRITING,Witness,William Kelley,winner,male
1985,WRITING,Witness,Pamela Wallace,winner,female
1985,WRITING,Prizzi's Honor,Janet Roach,nominated,female
1985,SHORT FILM,Graffiti,Dianna Costello,nominated,female
1985,BEST PICTURE,The Color Purple,Kathleen Kennedy,nominated,female
1985,FILM EDITING,Prizzi's Honor,Kaja Fehr,nominated,female
1985,WRITING,The Official Story,Aida Bortnik,nominated,female
1985,DOCUMENTARY (Feature),Las Madres--The Mothers of Plaza de Mayo,Susana Muñoz,nominated,female
1985,DOCUMENTARY (Feature),Broken Rainbow,Victoria Mudd,winner,female
1985,DOCUMENTARY (Feature),Broken Rainbow,Maria Florio,winner,female
1985,COSTUME DESIGN,Ran,Emi Wada,winner,female
1985,COSTUME DESIGN,Out of Africa,Milena Canonero,nominated,female
1985,DOCUMENTARY (Feature),Las Madres--The Mothers of Plaza de Mayo,Lourdes Portillo,nominated,female
1986,CINEMATOGRAPHY,Platoon,Robert Richardson,nominated,male
1986,FILM EDITING,Top Gun,Billy Weber,nominated,male
1986,FILM EDITING,The Mission,Jim Clark,nominated,male
1986,FILM EDITING,Aliens,Ray Lovejoy,nominated,male
1986,DOCUMENTARY (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,Amram Nowak,nominated,male
1986,DOCUMENTARY (Feature),Isaac in America: A Journey with Isaac Bashevis Singer,Kirk Simon,nominated,male
1986,DOCUMENTARY (Feature),Down and Out in America,Milton Justice,winner,male
1986,CINEMATOGRAPHY,Peggy Sue Got Married,Jordan Cronenweth,nominated,male
1986,CINEMATOGRAPHY,A Room with a View,Tony Pierce-Roberts,nominated,male
1986,DIRECTING,Blue Velvet,David Lynch,nominated,male
1986,COSTUME DESIGN,The Mission,Enrico Sabbatini,nominated,male
1986,COSTUME DESIGN,Otello,Maurizio Millenotti,nominated,male
1986,COSTUME DESIGN,Pirates,Anthony Powell,nominated,male
1986,COSTUME DESIGN,A Room with a View,John Bright,winner,male
1986,FILM EDITING,Top Gun,Chris Lebenzon,nominated,male
1986,DIRECTING,Hannah and Her Sisters,Woody Allen,nominated,male
1986,DIRECTING,The Mission,Roland Joffé,nominated,male
1986,DIRECTING,Platoon,Oliver Stone,winner,male
1986,DIRECTING,A Room with a View,James Ivory,nominated,male
1986,CINEMATOGRAPHY,Star Trek IV: The Voyage Home,Don Peterman,nominated,male
1986,BEST PICTURE,Children of a Lesser God,Burt Sugarman,nominated,male
1986,SHORT FILM,Exit,Pino Quartullo,nominated,male
1986,BEST PICTURE,Hannah and Her Sisters,Robert Greenhut,nominated,male
1986,WRITING,Salvador,Richard Boyle,nominated,male
1986,WRITING,Salvador,Oliver Stone,nominated,male
1986,WRITING,Platoon,Oliver Stone,nominated,male
1986,WRITING,My Beautiful Laundrette,Hanif Kureishi,nominated,male
1986,WRITING,Hannah and Her Sisters,Woody Allen,winner,male
1986,WRITING,'Crocodile' Dundee,Paul Hogan,nominated,male
1986,WRITING,'Crocodile' Dundee,John Cornell,nominated,male
1986,WRITING,'Crocodile' Dundee,Ken Shadie,nominated,male
1986,WRITING,'Crocodile' Dundee,Paul Hogan,nominated,male
1986,BEST PICTURE,Children of a Lesser God,Patrick Palmer,nominated,male
1986,WRITING,Stand by Me,Bruce A. Evans,nominated,male
1986,WRITING,The Color of Money,Richard Price,nominated,male
1986,WRITING,Children of a Lesser God,Mark Medoff,nominated,male
1986,WRITING,Children of a Lesser God,Hesper Anderson,nominated,male
1986,SHORT FILM,Precious Images,Chuck Workman,winner,male
1986,DOCUMENTARY (Feature),Down and Out in America,Joseph Feury,winner,male
1986,BEST PICTURE,A Room with a View,Ismail Merchant,nominated,male
1986,BEST PICTURE,Platoon,Arnold Kopelson,winner,male
1986,BEST PICTURE,The Mission,David Puttnam,nominated,male
1986,BEST PICTURE,The Mission,Fernando Ghia,nominated,male
1986,WRITING,Stand by Me,Raynold Gideon,nominated,male
1986,DOCUMENTARY (Feature),Chile: Hasta Cuando?,David Bradbury,nominated,male
1986,SHORT FILM,Exit,Stefano Reali,nominated,male
1986,SHORT FILM,Love Struck,Fredda Weiss,nominated,female
1986,WRITING,Crimes of the Heart,Beth Henley,nominated,female
1986,WRITING,Children of a Lesser God,Hesper Anderson,nominated,female
1986,FILM EDITING,Platoon,Claire Simpson,winner,female
1986,FILM EDITING,Hannah and Her Sisters,Susan E. Morse,nominated,female
1986,DOCUMENTARY (Feature),Witness to Apartheid,Sharon I. Sopher,nominated,female
1986,WRITING,A Room with a View,Ruth Prawer Jhabvala,winner,female
1986,DOCUMENTARY (Feature),Artie Shaw: Time Is All You've Got,Brigitte Berman,winner,female
1986,COSTUME DESIGN,Peggy Sue Got Married,Theadora Van Runkle,nominated,female
1986,COSTUME DESIGN,Otello,Anna Anni,nominated,female
1986,CINEMATOGRAPHY,The Mission,Chris Menges,winner,male
1986,COSTUME DESIGN,A Room with a View,Jenny Beavan,winner,female
1987,DOCUMENTARY (Feature),A Stitch for Time,Cyril Christo,nominated,male
1987,FILM EDITING,Broadcast News,Richard Marks,nominated,male
1987,DOCUMENTARY (Feature),Radio Bikini,Robert Stone,nominated,male
1987,FILM EDITING,Empire of the Sun,Michael Kahn,nominated,male
1987,DOCUMENTARY (Feature),Hellfire: A Journey from Hiroshima,John W. Dower,nominated,male
1987,WRITING,Full Metal Jacket,Stanley Kubrick,nominated,male
1987,DOCUMENTARY (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,James A. DeVinney,nominated,male
1987,FILM EDITING,Fatal Attraction,Michael Kahn,nominated,male
1987,DIRECTING,My Life as a Dog,Lasse Hallström,nominated,male
1987,DIRECTING,Moonstruck,Norman Jewison,nominated,male
1987,DIRECTING,The Last Emperor,Bernardo Bertolucci,winner,male
1987,DIRECTING,Hope and Glory,John Boorman,nominated,male
1987,DOCUMENTARY (Feature),Hellfire: A Journey from Hiroshima,John Junkerman,nominated,male
1987,FILM EDITING,Fatal Attraction,Peter E. Berger,nominated,male
1987,FILM EDITING,RoboCop,Frank J. Urioste,nominated,male
1987,BEST PICTURE,Broadcast News,James L. Brooks,nominated,male
1987,WRITING,Radio Days,Woody Allen,nominated,male
1987,WRITING,Moonstruck,John Patrick Shanley,winner,male
1987,WRITING,Hope and Glory,John Boorman,nominated,male
1987,WRITING,Broadcast News,James L. Brooks,nominated,male
1987,WRITING,"Au Revoir Les Enfants (Goodbye, Children)",Louis Malle,nominated,male
1987,WRITING,My Life as a Dog,Per Berglund,nominated,male
1987,WRITING,My Life as a Dog,Brasse Brännström,nominated,male
1987,WRITING,My Life as a Dog,Reidar Jönsson,nominated,male
1987,WRITING,My Life as a Dog,Lasse Hallström,nominated,male
1987,WRITING,The Last Emperor,Bernardo Bertolucci,winner,male
1987,DIRECTING,Fatal Attraction,Adrian Lyne,nominated,male
1987,WRITING,The Last Emperor,Mark Peploe,winner,male
1987,WRITING,Full Metal Jacket,Michael Herr,nominated,male
